10855	Machine-translated / generated texts
10874	Personal opinion blogs
1088256	Personal opinion blogs
10886	How-to/instructions
10890	Description of a thing
1090270	Informational Description general
1090570	Personal opinion blogs
10912	Description with intent to sell
10920	How-to/instructions
10930	Personal blog
10935	Description with intent to sell
10937	Reviews
10945	Description of a thing
10950	How-to/instructions
10951	How-to/instructions
1095473	Reviews
10957	Sports reports
10987	Description with intent to sell
10990	Religious blogs/sermons
109923	News reports / News blogs
10996	Personal opinion blogs
10997	News reports / news blogs
11003	Personal blog
11011	Description with intent to sell
11012	Description of a thing
11020	Description with intent to sell
11064	Sports reports
11070	Discussion forums
11073	How-to/instructions
11094	How-to/instructions
11116	How-to/instructions
11121	News+Opinion blogs / Editorials
11126	Description with intent to sell
11127	Information blogs
11146	Description of a person
1114627	Description of a thing
11175	Encyclopedia articles
11195	News reports / news blogs
11212	How-to/instructions
11217	Description with intent to sell
11226	Personal blog
11228	Personal blog
11258	Community blogs
11259	Historical article
11264	Description of a thing
11272	Description of a person
11286	Description with intent to sell
1128867	Machine-translated / generated texts
1128969	Machine-translated / generated texts
1128993	Description with intent to sell
1129024	Machine-translated / generated texts
1129034	Encyclopedia articles
1129041	Machine-translated / generated texts
1129042	News reports / News blogs
1129148	Machine-translated / generated texts
1129161	Machine-translated / generated texts
1129197	Machine-translated / generated texts
1129203	Machine-translated / generated texts
1129229	Machine-translated / generated texts
1129323	Reviews
1129333	Machine-translated / generated texts
1129347	Machine-translated / generated texts
1129368	Machine-translated / generated texts
1129369	Machine-translated / generated texts
1129383	Machine-translated / generated texts
1129394	Machine-translated / generated texts
1129488	News reports / News blogs
1129521	Reviews
1129525	Description with intent to sell
1129560	News reports / News blogs
1129595	Machine-translated / generated texts
1129685	Machine-translated / generated texts
1129693	Reviews
1129710	News reports / News blogs
1129814	Machine-translated / generated texts
1129941	Advice
1129945	Discussion forums
1129961	Machine-translated / generated texts
1129967	Reviews
1130002	Machine-translated / generated texts
1130038	Reviews
1130055	Sports reports
1130062	Machine-translated / generated texts
1130067	Machine-translated / generated texts
1130110	Reviews
1130209	Machine-translated / generated texts
1130277	Machine-translated / generated texts
1130286	Machine-translated / generated texts
1130327	Reviews
1130333	Machine-translated / generated texts
1130373	Machine-translated / generated texts
1130390	Machine-translated / generated texts
1130399	Machine-translated / generated texts
1130407	Machine-translated / generated texts
1130524	Machine-translated / generated texts
1130545	Discussion forums
1130590	Description with intent to sell
1130600	Machine-translated / generated texts
1130690	Machine-translated / generated texts
1130701	Machine-translated / generated texts
1130722	Advice
1130725	Machine-translated / generated texts
1130810	Machine-translated / generated texts
1130818	Description with intent to sell
1130854	Machine-translated / generated texts
1130875	Machine-translated / generated texts
1130918	Machine-translated / generated texts
1130929	Machine-translated / generated texts
1130937	Machine-translated / generated texts
1130938	Machine-translated / generated texts
1130958	Machine-translated / generated texts
1130980	Machine-translated / generated texts
1130981	Reviews
1130994	Machine-translated / generated texts
1130998	Community blog
1131002	Machine-translated / generated texts
1131019	Reviews
1131024	News reports / News blogs
1131045	Machine-translated / generated texts
1131072	Machine-translated / generated texts
1131080	Reviews
1131092	Description with intent to sell
1131150	Reviews
1131156	Narrative general
1131161	Machine-translated / generated texts
1131165	Machine-translated / generated texts
1131196	Machine-translated / generated texts
1131251	Machine-translated / generated texts
1131253	Machine-translated / generated texts
1131279	Machine-translated / generated texts
1131326	Machine-translated / generated texts
1131344	Reviews
1131355	Machine-translated / generated texts
1131434	Sports reports
1131456	Description with intent to sell
1131461	Reviews
1131466	News reports / News blogs
1131485	Machine-translated / generated texts
1131493	Machine-translated / generated texts
1131544	Machine-translated / generated texts
1131600	Machine-translated / generated texts
1131646	Machine-translated / generated texts
1131696	Description with intent to sell
1131728	Machine-translated / generated texts
1131731	Machine-translated / generated texts
1131742	News reports / News blogs
1131744	Machine-translated / generated texts
1131755	Machine-translated / generated texts
11318	Information blogs
1131807	Machine-translated / generated texts
1131824	Machine-translated / generated texts
1131833	Description with intent to sell
1131842	Machine-translated / generated texts
1131851	Machine-translated / generated texts
1131865	Machine-translated / generated texts
1131910	Machine-translated / generated texts
1131946	Machine-translated / generated texts
1131956	Machine-translated / generated texts
1131965	Machine-translated / generated texts
1131969	Machine-translated / generated texts
1131972	Machine-translated / generated texts
1132029	Description with intent to sell
1132057	Machine-translated / generated texts
1132066	Machine-translated / generated texts
1132098	Machine-translated / generated texts
1132117	Machine-translated / generated texts
1132139	Machine-translated / generated texts
1132159	Machine-translated / generated texts
1132168	Machine-translated / generated texts
1132180	Personal blog
1132238	Reviews
1132242	Personal blog
1132273	Machine-translated / generated texts
11323	News reports / news blogs
1132309	Machine-translated / generated texts
1132331	Reviews
1132332	Machine-translated / generated texts
1132337	Machine-translated / generated texts
1132341	Machine-translated / generated texts
1132371	Machine-translated / generated texts
1132388	Reviews
1132435	Machine-translated / generated texts
1132460	Reviews
1132532	Reviews
1132576	Reviews
1132635	Machine-translated / generated texts
1132639	Machine-translated / generated texts
1132647	Reviews
1132664	Machine-translated / generated texts
1132682	Machine-translated / generated texts
1132716	Machine-translated / generated texts
1132790	Machine-translated / generated texts
1132791	Machine-translated / generated texts
1132821	Narrative general
1132853	Machine-translated / generated texts
1132876	Reviews
1132879	News reports / News blogs
1132909	Discussion forums
1132920	Online article
1132939	Description with intent to sell
1132978	Machine-translated / generated texts
1132985	Reviews
1133025	Discussion forums
1133082	Advice
11336	News reports / news blogs
11341	News reports / news blogs
11357	Discussion forums
11364	Description of a thing
11379	Description of a thing
11397	Description with intent to sell
11399	Description with intent to sell
11404	News reports / news blogs
11409	News reports / news blogs
11410	Description of a thing
11421	Description with intent to sell
1142684	Personal opinion blogs
11434	Encyclopedia articles
11439	News reports / news blogs
11469	Discussion forums
11474	Historical article
11485	News reports / news blogs
11488	Community blogs
11492	Community blogs
11499	Personal blog
11500	Description of a thing
11509	Encyclopedia articles
11527	News reports / news blogs
11537	Community blogs
11541	Description with intent to sell
11544	Religious blogs/sermons
11546	News reports / news blogs
11553	Description of a thing
11563	Sports reports
11567	Discussion forums
1157041	Machine-translated / generated texts
1157072	Machine-translated / generated texts
1157085	Machine-translated / generated texts
1157096	Machine-translated / generated texts
1157097	Machine-translated / generated texts
1157121	News reports / News blogs
1157151	Machine-translated / generated texts
1157157	Machine-translated / generated texts
1157161	News reports / News blogs
1157189	Description with intent to sell
1157204	Machine-translated / generated texts
1157219	How-to/instructions
1157223	Machine-translated / generated texts
1157289	Machine-translated / generated texts
1157315	Machine-translated / generated texts
1157323	Machine-translated / generated texts
1157377	Machine-translated / generated texts
1157414	Machine-translated / generated texts
1157434	Machine-translated / generated texts
1157442	Machine-translated / generated texts
1157444	Machine-translated / generated texts
1157461	Machine-translated / generated texts
1157489	Machine-translated / generated texts
1157493	Description with intent to sell
11575	How-to/instructions
1157500	News reports / News blogs
1157501	Machine-translated / generated texts
1157516	Machine-translated / generated texts
1157548	Machine-translated / generated texts
1157573	Machine-translated / generated texts
1157605	Machine-translated / generated texts
1157666	Machine-translated / generated texts
1157712	Machine-translated / generated texts
1157733	Machine-translated / generated texts
1157737	Description with intent to sell
1157740	Machine-translated / generated texts
1157750	Machine-translated / generated texts
1157753	Machine-translated / generated texts
1157773	Machine-translated / generated texts
1157805	Machine-translated / generated texts
1157815	Machine-translated / generated texts
1157827	Description with intent to sell
1157842	Machine-translated / generated texts
1157855	Machine-translated / generated texts
1157868	Description with intent to sell
1157876	Machine-translated / generated texts
1157906	Machine-translated / generated texts
1157935	Machine-translated / generated texts
1157943	Description with intent to sell
1157951	Machine-translated / generated texts
1157952	Machine-translated / generated texts
1157967	Machine-translated / generated texts
1157977	Machine-translated / generated texts
1157996	Machine-translated / generated texts
1158026	Machine-translated / generated texts
1158045	Machine-translated / generated texts
1158057	Machine-translated / generated texts
1158066	Machine-translated / generated texts
1158091	Machine-translated / generated texts
11589	Discussion forums
11590	Description with intent to sell
11594	Description of a thing
11600	Description with intent to sell
11612	How-to/instructions
11616	Description with intent to sell
11625	Description with intent to sell
11633	Research articles
11647	Personal blog
1165599	Machine-translated / generated texts
1167209	Narrative general
11683	Personal blog
11685	Description of a thing
11691	Personal blog
11697	Personal blog
11699	Description with intent to sell
11704	Personal opinion blogs
11715	How-to/instructions
11721	Advice
11727	Personal opinion blogs
11730	Description of a thing
11735	Description with intent to sell
11737	Discussion forums
11745	News reports / news blogs
1177810	Discussion forums
1177815	Machine-translated / generated texts
1177826	News reports / News blogs
1177835	Discussion forums
1177842	Machine-translated / generated texts
1177853	Reviews
1177868	Machine-translated / generated texts
1177899	Machine-translated / generated texts
11779	Description with intent to sell
1177919	Machine-translated / generated texts
1178066	Description with intent to sell
1178110	Machine-translated / generated texts
1178128	News reports / News blogs
1178138	Machine-translated / generated texts
1178152	Machine-translated / generated texts
1178197	Machine-translated / generated texts
1178208	Machine-translated / generated texts
1178223	Machine-translated / generated texts
1178282	Machine-translated / generated texts
11783	Description with intent to sell
1178312	Machine-translated / generated texts
1178370	Machine-translated / generated texts
11784	Description with intent to sell
1178401	Machine-translated / generated texts
1178415	Description with intent to sell
1178419	Machine-translated / generated texts
1178460	Description of a thing
1178496	Machine-translated / generated texts
1178519	Machine-translated / generated texts
1178532	Machine-translated / generated texts
1178537	Machine-translated / generated texts
1178579	Machine-translated / generated texts
1178608	Machine-translated / generated texts
1178611	Machine-translated / generated texts
1178656	Machine-translated / generated texts
1178668	Machine-translated / generated texts
1178676	Machine-translated / generated texts
1178690	Machine-translated / generated texts
1178722	Machine-translated / generated texts
1178734	Description with intent to sell
1178806	Machine-translated / generated texts
1178860	Machine-translated / generated texts
11789	Description of a thing
1178926	Machine-translated / generated texts
1178933	Machine-translated / generated texts
1178966	Machine-translated / generated texts
1178992	Description with intent to sell
1179058	Machine-translated / generated texts
1179071	Machine-translated / generated texts
11791	Religious blogs/sermons
1179125	Machine-translated / generated texts
1179131	Machine-translated / generated texts
1179145	Machine-translated / generated texts
1179192	Machine-translated / generated texts
1179199	Description with intent to sell
1179200	News reports / News blogs
1179206	Machine-translated / generated texts
1179214	Community blog
1179249	Machine-translated / generated texts
1179252	Description with intent to sell
1179278	News reports / News blogs
1179319	Machine-translated / generated texts
1179420	News reports / News blogs
1179446	Machine-translated / generated texts
1179479	Machine-translated / generated texts
1179481	Machine-translated / generated texts
1179552	Machine-translated / generated texts
1179562	Machine-translated / generated texts
1179568	Machine-translated / generated texts
1179600	Description with intent to sell
1179607	Advice
1179611	Machine-translated / generated texts
1179641	Description with intent to sell
1179658	Machine-translated / generated texts
1179659	Machine-translated / generated texts
1179689	Machine-translated / generated texts
1179690	Description with intent to sell
1179705	Machine-translated / generated texts
1179735	Machine-translated / generated texts
1179755	News reports / News blogs
1179780	Machine-translated / generated texts
1179782	Machine-translated / generated texts
1179783	Machine-translated / generated texts
1179792	News reports / News blogs
1179793	Machine-translated / generated texts
1179812	Machine-translated / generated texts
1179822	Machine-translated / generated texts
1179828	Description with intent to sell
1179836	Machine-translated / generated texts
1179888	News reports / News blogs
1179898	Machine-translated / generated texts
1180108	News reports / News blogs
11817	Community blogs
11818	Description of a thing
11822	Personal blog
11828	Reviews
11840	Description with intent to sell
11858	Description with intent to sell
11859	Religious blogs/sermons
11873	Description of a person
11874	Description with intent to sell
1188470	Sports reports
1189135	Description with intent to sell
11896	Description with intent to sell
11900	How-to/instructions
11913	Personal opinion blogs
11919	Question-Answer forums
11920	How-to/instructions
11921	Description with intent to sell
1192340	Personal opinion blogs
11928	Information blogs
11934	News reports / news blogs
11935	News reports / news blogs
11940	Discussion forums
11955	Information blogs
11962	Community blogs
11970	Personal opinion blogs
11976	Reviews
11983	Sports reports
11988	Description with intent to sell
12004	Personal opinion blogs
12017	How-to/instructions
12018	How-to/instructions
12027	Personal blog
12042	News reports / news blogs
12056	News reports / news blogs
12057	Discussion forums
12067	Encyclopedia articles
12070	How-to/instructions
1207614	Description with intent to sell
12077	Sports reports
12088	News+Opinion blogs / Editorials
12097	Research articles
12105	Sports reports
12130	Description of a thing
1214210	Discussion forums
12147	Personal blog
12158	Personal blog
12161	News reports / news blogs
12163	Religious blogs/sermons
12171	Description with intent to sell
12188	Personal opinion blogs
12194	News reports / news blogs
12223	Personal opinion blogs
12227	How-to/instructions
12241	Travel blog
12252	Description of a person
12279	How-to/instructions
12298	How-to/instructions
12302	Description of a thing
12318	Description of a thing
12321	How-to/instructions
12329	Personal opinion blogs
1234	Personal blog
12340	How-to/instructions
12342	Community blogs
12353	News reports / news blogs
12354	Personal opinion blogs
12366	News reports / news blogs
12373	Discussion forums
12376	Description with intent to sell
12381	Personal blog
1238624	Personal blog
12428	Question-Answer forums
12440	Religious blogs/sermons
12446	Religious blogs/sermons
12466	Historical article
12471	Community blogs
12474	Community blogs
1247477	Discussion forums
12479	Discussion forums
12484	News reports / news blogs
12506	Description with intent to sell
12507	News reports / news blogs
12514	Religious blogs/sermons
12526	Personal blog
12543	Personal opinion blogs
12544	Discussion forums
12551	Personal blog
12573	How-to/instructions
1258385	Personal blog
12584	Discussion forums
12589	News+Opinion blogs / Editorials
1259941	Personal opinion blogs
12603	Description with intent to sell
12606	Description of a thing
12620	How-to/instructions
12630	News+Opinion blogs / Editorials
12633	Description with intent to sell
12641	Historical article
12649	Travel blog
1264940	Machine-translated / generated texts
12657	Reviews
12688	Description of a thing
12693	Description with intent to sell
12694	Personal opinion blogs
12703	Community blogs
12712	Personal opinion blogs
12716	How-to/instructions
12720	Discussion forums
1272853	Personal blog
12732	Description of a thing
12733	Sports reports
12745	Description with intent to sell
12757	How-to/instructions
12787	Encyclopedia articles
12801	News+Opinion blogs / Editorials
12805	How-to/instructions
12817	Description of a thing
12819	Description with intent to sell
12824	Description with intent to sell
12843	Description with intent to sell
12844	News+Opinion blogs / Editorials
12851	Description with intent to sell
12863	How-to/instructions
12867	Description with intent to sell
12896	Information blogs
12897	Personal blog
12900	Personal blog
12901	Reviews
12927	Description with intent to sell
12928	Religious blogs/sermons
12930	Description with intent to sell
12941	News+Opinion blogs / Editorials
12967	Personal opinion blogs
12985	Description of a thing
12990	Description with intent to sell
12991	Description with intent to sell
12993	Description with intent to sell
12999	Description of a person
13008	Sports reports
13015	Personal blog
13021	Historical article
1302876	Machine-translated / generated texts
13029	How-to/instructions
13033	Community blogs
13039	News reports / news blogs
13053	News reports / news blogs
13054	Community blogs
13084	How-to/instructions
1309395	Personal opinion blogs
13098	News reports / news blogs
13107	News reports / news blogs
13109	How-to/instructions
13122	Personal opinion blogs
13127	News reports / news blogs
13132	Community blogs
13150	Description of a person
13198	Personal blog
1319890	Description with intent to sell
13203	News reports / news blogs
13210	Community blogs
13212	Description of a thing
13218	News+Opinion blogs / Editorials
13260	Description of a person
13278	FAQs
13279	How-to/instructions
13289	Information blogs
1328945	News reports / News blogs
13301	Personal blog
13315	Discussion forums
13323	Machine-translated / generated texts
13326	Description with intent to sell
13327	Community blogs
13344	Description with intent to sell
13351	Discussion forums
13352	Religious blogs/sermons
13353	News reports / news blogs
13354	Description with intent to sell
13383	Description with intent to sell
1340730	Description of a thing
13418	How-to/instructions
13420	Encyclopedia articles
13444	Information blogs
13447	Description with intent to sell
13460	Description with intent to sell
134682	News reports / news blogs
13482	News reports / news blogs
13486	How-to/instructions
13509	News reports / news blogs
13512	Personal blog
13518	Personal opinion blogs
13527	Personal opinion blogs
13535	News reports / news blogs
13536	Information blogs
13551	Community blogs
13552	Information blogs
13556	Historical article
1357473	Personal blog
135883	Reviews
13601	Description of a thing
13608	Description with intent to sell
13636	Personal opinion blogs
13637	Encyclopedia articles
13639	Description with intent to sell
13648	Description of a person
13657	News+Opinion blogs / Editorials
13658	News reports / news blogs
13664	Description of a person
13687	Description of a thing
13689	Description of a person
1370	Description with intent to sell
13701	Personal blog
13732	Sports reports
13736	Description with intent to sell
13758	FAQs
13762	News reports / news blogs
13769	Sports reports
13777	How-to/instructions
13781	Description with intent to sell
13786	Description of a thing
13795	Personal opinion blogs
13798	Description of a thing
13799	News reports / news blogs
13802	Information blogs
13809	Description with intent to sell
13810	Personal opinion blogs
13826	News reports / news blogs
13853	Reviews
13854	Personal blog
13878	News reports / news blogs
13883	Description of a thing
13886	Description with intent to sell
13887	Description with intent to sell
13915	Machine-translated / generated texts
13917	Personal opinion blogs
13918	Personal blog
13928	Personal opinion blogs
13934	Description with intent to sell
13937	Information blogs
13939	Description with intent to sell
13943	Sports reports
13944	Community blogs
13961	Description of a thing
13965	Community blogs
13988	News reports / news blogs
13994	Personal opinion blogs
14000	Description of a thing
14009	Personal blog
1403384	Personal opinion blogs
14052	Description of a person
14058	News reports / news blogs
14059	Description of a thing
14072	News reports / news blogs
14075	Description with intent to sell
1408240	News reports / news blogs
14083	News reports / news blogs
14085	Description with intent to sell
14095	Discussion forums
14106	Personal blog
14126	Question-Answer forums
14139	How-to/instructions
14161	News reports / news blogs
14180	Personal blog
14190	Description with intent to sell
14191	Description with intent to sell
14198	News reports / news blogs
14212	Description with intent to sell
14243	Information blogs
14254	News reports / news blogs
14264	Description with intent to sell
14269	Discussion forums
1428028	Personal opinion blogs
14281	News reports / news blogs
1429	Description with intent to sell
14291	Research articles
14293	Personal blog
14298	Discussion forums
14302	How-to/instructions
14304	How-to/instructions
14323	Personal blog
1432684	How-to/instructions
14334	Personal blog
14345	Description of a thing
14349	Description with intent to sell
14354	News reports / news blogs
14359	Sports reports
14363	Personal blog
14365	How-to/instructions
14378	Description with intent to sell
14390	Description with intent to sell
14391	Description with intent to sell
1440468	Personal blog
14414	Description with intent to sell
14417	Personal opinion blogs
14430	Description of a thing
14442	Description of a thing
1444849	Machine-translated / generated texts
1444854	Personal blog
1444861	Fiction
1444986	Personal opinion blogs
1445129	Description with intent to sell
1445167	News reports / News blogs
1445249	Description with intent to sell
1445287	Description with intent to sell
1445313	Fiction
1445322	Description with intent to sell
1445377	Description with intent to sell
1445433	Machine-translated / generated texts
1445457	Personal opinion blogs
1445558	Description with intent to sell
1445615	Travel blog
1445669	Description with intent to sell
14457	Personal blog
1445767	Description with intent to sell
1445887	News reports / News blogs
1445980	Machine-translated / generated texts
14461	Description with intent to sell
1446100	Description with intent to sell
1446132	Machine-translated / generated texts
1446329	News reports / News blogs
1446379	Description with intent to sell
1446520	Description with intent to sell
1446669	Narrative general
1446700	Machine-translated / generated texts
1446722	Online article
1446762	Description of a thing
1446783	Description with intent to sell
1446813	FAQs
1446842	Machine-translated / generated texts
1447038	Machine-translated / generated texts
1447104	Reviews
1447128	How-to/instructions
1447169	News reports / News blogs
1447208	FAQs
1447302	News reports / News blogs
1447324	Narrative general
1447338	How-to/instructions
1447404	Machine-translated / generated texts
1447582	Machine-translated / generated texts
1447616	News reports / News blogs
1447749	Machine-translated / generated texts
14478	Advice
1447932	Machine-translated / generated texts
14494	Description of a thing
14498	Description of a person
14504	Personal opinion blogs
14521	Description with intent to sell
14525	Discussion forums
14530	Reviews
14572	How-to/instructions
14576	How-to/instructions
14589	Description with intent to sell
14596	Description with intent to sell
14597	Discussion forums
14599	News reports / news blogs
1460159	Description of a thing
1460176	Reviews
14602	Discussion forums
14603	Community blogs
1460388	Description with intent to sell
1460396	News reports / News blogs
14604	Machine-translated / generated texts
1460422	Machine-translated / generated texts
1460432	Machine-translated / generated texts
1460519	News reports / News blogs
1460596	Machine-translated / generated texts
1460702	Description with intent to sell
1460728	Machine-translated / generated texts
1460815	Machine-translated / generated texts
1460852	Community blog
1460907	Machine-translated / generated texts
1460918	Description with intent to sell
1460935	Machine-translated / generated texts
1461017	Personal blog
1461045	How-to/instructions
1461209	How-to/instructions
1461349	Machine-translated / generated texts
1461408	Online article
1461494	Reviews
1461612	Narrative general
1461690	FAQs
1461713	How-to/instructions
1461777	Information blogs
1461789	Machine-translated / generated texts
1461856	Community blog
1461877	News reports / News blogs
1462034	News reports / News blogs
1462152	Description of a thing
1462214	News reports / News blogs
1462235	Machine-translated / generated texts
1462379	Description with intent to sell
1462495	News reports / News blogs
14625	Description with intent to sell
1462527	Description with intent to sell
1462713	Information blogs
1462714	Community blog
14628	Description with intent to sell
1462869	FAQs
1463079	Description with intent to sell
14631	Discussion forums
1463158	Machine-translated / generated texts
1463308	Machine-translated / generated texts
1463340	Description with intent to sell
1463395	News reports / News blogs
14634	Religious blogs/sermons
1463595	Machine-translated / generated texts
1463636	Machine-translated / generated texts
1463698	Legal terms / conditions
1463807	News reports / News blogs
1463825	Online article
1463871	Machine-translated / generated texts
1464040	News reports / News blogs
1464215	Machine-translated / generated texts
1464241	Interactive discussion general
1464262	Machine-translated / generated texts
1464312	News reports / News blogs
1464391	Online article
1464522	News reports / News blogs
1464722	Description of a thing
1464931	News reports / News blogs
1465076	Description with intent to sell
1465095	Interactive discussion general
1465135	How-to/instructions
14652	How-to/instructions
1465246	How-to/instructions
1465309	Personal opinion blogs
1465367	News reports / News blogs
1465374	Personal blog
1465641	Description with intent to sell
1465688	Research articles
1465738	Machine-translated / generated texts
1465930	Machine-translated / generated texts
1466026	Machine-translated / generated texts
1466034	News reports / News blogs
1466222	Personal opinion blogs
1466438	Community blog
1466461	Machine-translated / generated texts
1466546	News reports / News blogs
1466597	Legal terms / conditions
1466619	Machine-translated / generated texts
1466697	News reports / News blogs
1466718	News reports / News blogs
1466720	Machine-translated / generated texts
1466730	Description with intent to sell
14668	Description with intent to sell
1466861	Description of a thing
1466882	News reports / News blogs
1466920	Machine-translated / generated texts
1466933	Description of a thing
14672	Description with intent to sell
1467237	News reports / News blogs
1467254	News reports / News blogs
1467284	Machine-translated / generated texts
14674	Sports reports
1467496	Description of a thing
14675	Personal opinion blogs
1467571	Machine-translated / generated texts
1467709	News reports / News blogs
1467713	Description with intent to sell
1467745	Description with intent to sell
1467815	Machine-translated / generated texts
1467920	Description with intent to sell
1467954	Reviews
1467968	Description of a thing
1468046	Narrative general
1468166	Description with intent to sell
1468238	Machine-translated / generated texts
1468306	Description of a thing
1468431	Description with intent to sell
1468435	Machine-translated / generated texts
1468496	Community blog
1468514	Machine-translated / generated texts
1468542	Machine-translated / generated texts
1468587	Machine-translated / generated texts
1468645	Description with intent to sell
1468741	Research articles
1468847	Description with intent to sell
14723	Description with intent to sell
14732	Description with intent to sell
14760	Description with intent to sell
14764	News reports / news blogs
14770	Discussion forums
14772	News+Opinion blogs / Editorials
14779	Description of a thing
14793	Personal blog
1480003	Description with intent to sell
1480079	Reviews
1480080	Description of a thing
1480132	Description with intent to sell
1480209	Description with intent to sell
14804	How-to/instructions
1480411	Description with intent to sell
1480604	Machine-translated / generated texts
14807	News reports / news blogs
1480710	Online article
14809	Sports reports
1480944	How-to/instructions
1481106	Machine-translated / generated texts
1481205	Description with intent to sell
1481244	Description with intent to sell
1481283	Information blogs
1481488	Legal terms / conditions
1481531	Description with intent to sell
1481548	Advice
1481592	Description with intent to sell
1481593	Machine-translated / generated texts
1481912	Community blog
14820	Description with intent to sell
1482170	Machine-translated / generated texts
1482215	Description of a thing
1482220	Description of a thing
1482450	News reports / News blogs
1482678	Interactive discussion general
14828	Personal blog
1482896	Personal opinion blogs
1482960	News reports / News blogs
1483218	News reports / News blogs
1483325	Machine-translated / generated texts
1483385	Description with intent to sell
1483407	How-to/instructions
1483431	Machine-translated / generated texts
1483621	Machine-translated / generated texts
1483641	Machine-translated / generated texts
1483669	Narrative general
1483759	Description with intent to sell
1483770	Machine-translated / generated texts
1483797	Machine-translated / generated texts
1483834	Machine-translated / generated texts
1483835	Machine-translated / generated texts
1483880	Encyclopedia articles
1484021	Machine-translated / generated texts
1484063	Research articles
1484129	Machine-translated / generated texts
1484130	Encyclopedia articles
1484180	Machine-translated / generated texts
1484236	Legal terms / conditions
1484393	How-to/instructions
1484550	How-to/instructions
14846	Religious blogs/sermons
1484603	Machine-translated / generated texts
1484629	Description of a thing
1484645	Interactive discussion general
1484737	Description with intent to sell
1484786	News reports / News blogs
1484889	Advice
1484899	Machine-translated / generated texts
1484930	Discussion forums
1485007	Personal opinion blogs
1485229	Personal blog
1485268	Description with intent to sell
1485275	How-to/instructions
1485370	Legal terms / conditions
1485376	Machine-translated / generated texts
1485416	Advice
1485486	Machine-translated / generated texts
1485711	Machine-translated / generated texts
1485728	Description with intent to sell
1485765	Interactive discussion general
1485779	Machine-translated / generated texts
1485793	Description of a thing
1485870	Legal terms / conditions
1485958	Personal opinion blogs
1485987	Machine-translated / generated texts
1486024	Legal terms / conditions
1486238	Personal blog
1486239	Description with intent to sell
1486309	Description with intent to sell
1486367	News reports / News blogs
1486442	Encyclopedia articles
1486449	Machine-translated / generated texts
1486450	Description of a thing
1486527	How-to/instructions
14868	Fiction
1486838	News reports / News blogs
1486844	Machine-translated / generated texts
1486998	Description with intent to sell
1487034	How-to/instructions
1487073	News reports / News blogs
1487287	Description of a thing
14873	News reports / news blogs
1487437	Description of a person
1487485	Personal blog
1487494	Description with intent to sell
14875	Description with intent to sell
1487533	How-to/instructions
1487535	News reports / News blogs
1487622	Personal blog
1487681	News reports / News blogs
1487687	Machine-translated / generated texts
1487786	Description with intent to sell
1487788	Machine-translated / generated texts
1487871	Description with intent to sell
1487907	News reports / News blogs
1487918	Historical article
1488023	Description of a thing
1488034	Description with intent to sell
1488114	Machine-translated / generated texts
1488182	Online article
1488256	Narrative general
1488265	Description with intent to sell
1488290	Description with intent to sell
1488334	Description with intent to sell
1488447	Personal blog
14891	Reviews
14895	Description of a thing
14901	Description with intent to sell
14907	Description with intent to sell
14913	Personal blog
14914	Sports reports
14916	News reports / news blogs
14937	Description of a thing
14949	Description with intent to sell
14957	News reports / news blogs
14978	News reports / news blogs
14979	News reports / news blogs
14995	News reports / news blogs
